name,,set,,set_code,,id,,type,,power,,toughness,,loyalty,,manacost,,converted_manacost,,artist,,flavor,,color,,generated_mana,,number,,rarity,,rating,,ruling,,variation,,ability,,pricing_low,,pricing_mid,,pricing_high,,watermark,,print_number,,is_original,,back_id,,number_int,,name_CN,,name_TW,,name_FR,,name_DE,,name_IT,,name_JP,,name_PT,,name_RU,,name_ES,,name_KO,,type_CN,,type_TW,,type_FR,,type_DE,,type_IT,,type_JP,,type_PT,,type_RU,,type_ES,,type_KO,,ability_CN,,ability_TW,,ability_FR,,ability_DE,,ability_IT,,ability_JP,,ability_PT,,ability_RU,,ability_ES,,ability_KO,,flavor_CN,,flavor_TW,,flavor_FR,,flavor_DE,,flavor_IT,,flavor_JP,,flavor_PT,,flavor_RU,,flavor_ES,,flavor_KO,,color_identity,,fully_handled,,custom_sort,,legality_Block,,legality_Standard,,legality_Modern,,legality_Legacy,,legality_Vintage,,legality_Highlander,,legality_French_Commander,,legality_Tiny_Leaders_Commander,,legality_Leviathan_Commander,,legality_Commander,,legality_Peasant,,legality_Pauper
Celestial Dawn,,Classic Sixth Edition,,6E,,15354,,Enchantment,,,,,,,,{1}{W}{W},,3,,Liz Danforth,,,,W,,,,7,,R,,3.798,,"£10/4/2004 : The effect to turn all your non-land cards (including artifacts) white is the effect of a static ability. Thus, a color change on a permanent prior to Celestial Dawn entering the battlefield will be overridden by Celestial Dawn’s effect.£10/4/2004 : Celestial Dawn does not change the type of lands which are not on the battlefield. Lands not on the battlefield are what they say they are.£10/4/2004 : Will not add or remove Snow Supertype from a land.£10/4/2004 : You may use a different color mana than the color required for spells and abilities that require a specific color. If you do, and the spell or ability checks the actual color of the mana, it can tell the difference.£10/4/2004 : If you pay white mana to activate an ability that can only be activated by spending another color of mana, then any limitations on activating the ability (such as the number of times it can be activated each turn) still apply as if you spent the proper color.£10/4/2004 : Celestial Dawn no longer changes mana symbols on cards.£9/25/2006 : Mana produced by spells you control and nonland permanents you control isn’t affected by Celestial Dawn. Llanowar Elves will produce {G}, for example. However, any colored mana may be spent only on the colorless part of costs.£9/25/2006 : Land cards you own that aren’t on the battlefield aren’t changed to Plains.£9/25/2006 : If you have nonwhite mana in your mana pool when Celestial Dawn enters the battlefield, it remains there but you can spend it only on the colorless part of costs.£9/25/2006 : “Enters the battlefield” triggered abilities of lands you play won’t trigger since the lands will enter the battlefield as Plains. Effects that modify how those lands enter the battlefield, however, will still work. For example, if you play a Dimir Aqueduct, it will enter the battlefield tapped as a Plains, but you won’t return a land to your hand.£9/25/2006 : If you use a text-changing effect such as Mind Bend on Celestial Dawn to change the word “Plains” to a different land type, your lands are all of that new land type, and they will produce mana of the appropriate color for that type.£9/25/2006 : If a permanent enters the battlefield while Celestial Dawn is on the battlefield, and then Celestial Dawn leaves the battlefield, the permanent’s color will revert to the colors in its mana cost.",,,,"Lands you control are Plains.£Nonland cards you own that aren't on the battlefield, spells you control, and nonland permanents you control are white.£You may spend white mana as though it were mana of any color. You may spend other mana only as though it were colorless mana.",,,,,,,,,,,,,,,,7,,,,,,Aube céleste,,Göttliches Erwachen,,Alba Celestiale,,,,Aurora Celestial,,,,Aurora celestial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Charcoal Diamond,,Classic Sixth Edition,,6E,,15440,,Artifact,,,,,,,,{2},,2,,Drew Tucker,,,,A,,{B},,276,,U,,2.843,,,,,,Charcoal Diamond enters the battlefield tapped.£{T}: Add {B} to your mana pool.,,,,,,,,,,,,,,,,276,,,,,,Diamant du charbon,,Nachtdiamant,,Diamante della Cenere,,,,Diamante de Carvão,,,,Diamante carbonífero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Chill,,Classic Sixth Edition,,6E,,15444,,Enchantment,,,,,,,,{1}{U},,2,,Greg Simanson,,"#_""Temper, temper.""£—Ertai, wizard adept_#",,U,,,,60,,U,,4.18,,,,,,Red spells cost {2} more to cast.,,,,,,,,,,,,,,,,60,,,,,,Refroidissement,,Abkühlung,,Brivido,,,,Calafrio,,,,Frío,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle of Protection: Black,,Classic Sixth Edition,,6E,,14457,,Enchantment,,,,,,,,{1}{W},,2,,Gerry Grace,,,,W,,,,8,,C,,2.562,,"£10/4/2004 : A source of damage is a permanent, a spell on the stack (including one that creates a permanent), or any object referred to by an object on the stack. A source doesn’t need to be capable of dealing damage to be a legal choice.£10/4/2004 : Can be used even when there is no damage to prevent. It prevents the next damage (if any) from the source this turn.",,,,"{1}: The next time a black source of your choice would deal damage to you this turn, prevent that damage.",,,,,,,,,,,,,,,,8,,,,,,Cercle de protection : noir,,Schutzkreis gegen Schwarz,,Circolo di Protezione: Nero,,,,Círculo de Proteção: Preto,,,,Circulo de protección: Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle of Protection: Blue,,Classic Sixth Edition,,6E,,14456,,Enchantment,,,,,,,,{1}{W},,2,,Gerry Grace,,,,W,,,,9,,C,,1.923,,"£10/4/2004 : A source of damage is a permanent, a spell on the stack (including one that creates a permanent), or any object referred to by an object on the stack. A source doesn’t need to be capable of dealing damage to be a legal choice.£10/4/2004 : Can be used even when there is no damage to prevent. It prevents the next damage (if any) from the source this turn.",,,,"{1}: The next time a blue source of your choice would deal damage to you this turn, prevent that damage.",,,,,,,,,,,,,,,,9,,,,,,Cercle de protection : bleu,,Schutzkreis gegen Blau,,Circolo di Protezione: Blu,,,,Círculo de Proteção: Azul,,,,Circulo de protección: Azul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle of Protection: Green,,Classic Sixth Edition,,6E,,14459,,Enchantment,,,,,,,,{1}{W},,2,,Gerry Grace,,,,W,,,,10,,C,,2.406,,"£10/4/2004 : A source of damage is a permanent, a spell on the stack (including one that creates a permanent), or any object referred to by an object on the stack. A source doesn’t need to be capable of dealing damage to be a legal choice.£10/4/2004 : Can be used even when there is no damage to prevent. It prevents the next damage (if any) from the source this turn.",,,,"{1}: The next time a green source of your choice would deal damage to you this turn, prevent that damage.",,,,,,,,,,,,,,,,10,,,,,,Cercle de protection : vert,,Schutzkreis gegen Grün,,Circolo di Protezione: Verde,,,,Círculo de Proteção: Verde,,,,Circulo de protección: Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle of Protection: Red,,Classic Sixth Edition,,6E,,14458,,Enchantment,,,,,,,,{1}{W},,2,,Gerry Grace,,,,W,,,,11,,C,,3.309,,"£10/4/2004 : A source of damage is a permanent, a spell on the stack (including one that creates a permanent), or any object referred to by an object on the stack. A source doesn’t need to be capable of dealing damage to be a legal choice.£10/4/2004 : Can be used even when there is no damage to prevent. It prevents the next damage (if any) from the source this turn.",,,,"{1}: The next time a red source of your choice would deal damage to you this turn, prevent that damage.",,,,,,,,,,,,,,,,11,,,,,,Cercle de protection : rouge,,Schutzkreis gegen Rot,,Circolo di Protezione: Rosso,,,,Círculo de Proteção: Vermelho,,,,Circulo de protección: Rojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Circle of Protection: White,,Classic Sixth Edition,,6E,,14455,,Enchantment,,,,,,,,{1}{W},,2,,Gerry Grace,,,,W,,,,12,,C,,2.569,,"£10/4/2004 : A source of damage is a permanent, a spell on the stack (including one that creates a permanent), or any object referred to by an object on the stack. A source doesn’t need to be capable of dealing damage to be a legal choice.£10/4/2004 : Can be used even when there is no damage to prevent. It prevents the next damage (if any) from the source this turn.",,,,"{1}: The next time a white source of your choice would deal damage to you this turn, prevent that damage.",,,,,,,,,,,,,,,,12,,,,,,Cercle de protection : blanc,,Schutzkreis gegen Weiß,,Circolo di Protezione: Bianco,,,,Círculo de Proteção: Branco,,,,Circulo de protección: Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
City of Brass,,Classic Sixth Edition,,6E,,14732,,Land,,,,,,,,,,0,,Tom Wänerstrand,,,,L,,{W}{U}{B}{R}{G},,321,,R,,4.574,,"£10/4/2004 : The first ability triggers no matter how the land becomes tapped.£10/4/2004 : If you tap City of Brass while you are casting a spell or activating an ability, its ability will trigger and wait. When you finish casting that spell or activating that ability, City of Brass’s triggered ability is put on the stack on top of it. City of Brass’s ability will resolve first.£10/4/2004 : On the other hand, you can tap City of Brass, put its triggered ability on the stack, and then respond to that ability by casting an instant or activating an ability using that mana. In that case, the instant spell or activated ability will resolve first.",,,,"Whenever City of Brass becomes tapped, it deals 1 damage to you.£{T}: Add one mana of any color to your mana pool.",,,,,,,,,,,,,,,,321,,,,,,Cité d'airain,,Messingstadt,,Città d'Ottone,,,,Cidade de Bronze,,,,Ciudad de bronce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Coercion,,Classic Sixth Edition,,6E,,14561,,Sorcery,,,,,,,,{2}{B},,3,,DiTerlizzi,,"#_A rhino's bargain£—Femeref expression meaning£""a situation with no choices""_#",,B,,,,119,,C,,3.318,,,,,,Target opponent reveals his or her hand. You choose a card from it. That player discards that card.,,,,,,,,,,,,,,,,119,,,,,,Coercition,,Zwang,,Coercizione,,,,Coerção,,,,Coerción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Conquer,,Classic Sixth Edition,,6E,,11212,,Enchantment — Aura,,,,,,,,{3}{R}{R},,5,,Randy Gallegos,,"#_""Why do we trade with those despicable elves? You don't live in forests, you burn them""£—Avram Garrisson,£Leader of the Knights of Stromgald_#",,R,,,,171,,U,,2.537,,,,,,Enchant land£You control enchanted land.,,,,,,,,,,,,,,,,171,,,,,,Conquête,,Erobern,,Conquista,,,,Conquista,,,,Conquistar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Counterspell,,Classic Sixth Edition,,6E,,14511,,Instant,,,,,,,,{U}{U},,2,,Hannibal King,,,,U,,,,61,,C,,4.6,,,,,,Counter target spell.,,,,,,,,,,,,,,,,61,,,,,,Contresort,,Gegenzauber,,Contromagia,,,,Contramágica,,,,Contrahechizo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Creeping Mold,,Classic Sixth Edition,,6E,,15428,,Sorcery,,,,,,,,{2}{G}{G},,4,,David Seeley,,"#_""Mold could catch you.""£—Suq'Ata insult_#",,G,,,,220,,U,,3.784,,,,,,"Destroy target artifact, enchantment, or land.",,,,,,,,,,,,,,,,220,,,,,,Moisissure rampante,,Schleichender Schimmel,,Muffa Insidiosa,,,,Bolor Invasor,,,,Moho reptante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Crimson Hellkite,,Classic Sixth Edition,,6E,,15424,,Creature — Dragon,,6,,6,,,,{6}{R}{R}{R},,9,,Gerry Grace,,"#_""Dragonfire forged me a warrior.""£—Rashida Scalebane_#",,R,,,,172,,R,,3.868,,,,,,"Flying£{X}, {T}: Crimson Hellkite deals X damage to target creature. Spend only red mana on X.",,,,,,,,,,,,,,,,172,,,,,,Escouflenfer pourpre,,Karmesinroter Höllendrache,,Nibbio Infernale Scarlatto,,,,Dragão Avérneo Escarlate,,,,Engendro carmesí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Crusade,,Classic Sixth Edition,,6E,,14503,,Enchantment,,,,,,,,{W}{W},,2,,D. Alexander Gregory,,,,W,,,,13,,R,,3.867,,,,,,White creatures get +1/+1.,,,,,,,,,,,,,,,,13,,,,,,Croisade,,Kreuzzug,,Crociata,,,,Cruzada,,,,Cruzada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Rod,,Classic Sixth Edition,,6E,,14758,,Artifact,,,,,,,,{1},,1,,Donato Giancola,,,,A,,,,277,,U,,1.581,,,,,,"Whenever a player casts a blue spell, you may pay {1}. If you do, you gain 1 life.",,,,,,,,,,,,,,,,277,,,,,,Baguette de cristal,,Kristallstab,,Scettro di Cristallo,,,,Bastão de Cristal,,,,Vara de cristal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Vein,,Classic Sixth Edition,,6E,,15413,,Land,,,,,,,,,,0,,Pat Morrissey,,,,L,,{C},,322,,U,,3.395,,,,,,"{T}: Add {C} to your mana pool.£{T}, Sacrifice Crystal Vein: Add {C}{C} to your mana pool.",,,,,,,,,,,,,,,,322,,,,,,Veine de cristal,,Kristallader,,Vena di Cristallo,,,,Veio de Cristal,,,,Veta cristalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursed Totem,,Classic Sixth Edition,,6E,,15404,,Artifact,,,,,,,,{2},,2,,D. Alexander Gregory,,"#_Pass me from soul to soul, / soldier to herder, herder to beast, beast to soil / until I am everywhere. / Then pass me those souls.£—Totem inscription (translated)_#",,A,,,,278,,R,,4.307,,£10/4/2004 : Cursed Totem does not prevent creature cards which are not on the battlefield from having their abilities activated.£10/4/2004 : Cursed Totem can prevent mana abilities from being activated.£6/8/2016 : Activated abilities contain a colon. They’re generally written “[Cost]: [Effect].” Some keywords are activated abilities and will have colons in their reminder text.,,,,Activated abilities of creatures can't be activated.,,,,,,,,,,,,,,,,278,,,,,,Totem maudit,,Verfluchtes Totem,,Totem Maledetto,,,,Totem Amaldiçoado,,,,Tótem maldito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dancing Scimitar,,Classic Sixth Edition,,6E,,14773,,Artifact Creature — Spirit,,1,,5,,,,{4},,4,,Anson Maddocks,,"#_Bobbing merrily from opponent to opponent, the scimitar began adding playful little flourishes to its strokes; it even turned a couple of somersaults._#",,A,,,,279,,R,,3.211,,,,,,Flying #_(This creature can't be blocked except by creatures with flying or reach.)_#,,,,,,,,,,,,,,,,279,,,,,,Cimeterre dansant,,Tanzender Krummsäbel,,Scimitarra Danzante,,,,Cimitarra Dançante,,,,Cimitarra danzante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Daraja Griffin,,Classic Sixth Edition,,6E,,15358,,Creature — Griffin,,2,,2,,,,{3}{W},,4,,Stuart Griffin,,"#_""And the flamingos said, ‘Get out of our nest—we can't be seen with the likes of you' So, the griffin ate them.""£—Azeworai, ""The Ugly Bird""_#",,W,,,,14,,U,,3.347,,,,,,Flying£Sacrifice Daraja Griffin: Destroy target black creature.,,,,,,,,,,,,,,,,14,,,,,,Griffon daradjân,,Darajagreif,,Grifone di Daraja,,,,Grifo de Daraja,,,,Grifo de Daraja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Daring Apprentice,,Classic Sixth Edition,,6E,,14552,,Creature — Human Wizard,,1,,1,,,,{1}{U}{U},,3,,Kaja Foglio,,#_In front of every great wizard is a doomed apprentice._#,,U,,,,62,,R,,3.569,,,,,,"{T}, Sacrifice Daring Apprentice: Counter target spell.",,,,,,,,,,,,,,,,62,,,,,,Apprentie audacieuse,,Wagemutiger Lehrling,,Apprendista Audace,,,,Aprendiz Arrojado,,,,Aprendiz temerario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Avenant Archer,,Classic Sixth Edition,,6E,,14472,,Creature — Human Soldier Archer,,1,,2,,,,{2}{W},,3,,Douglas Shuler,,"#_Avenant's archers are also trained as poets, so that each arrow is guided by a fragment of verse._#",,W,,,,15,,C,,2.722,,,,,,{T}: D'Avenant Archer deals 1 damage to target attacking or blocking creature.,,,,,,,,,,,,,,,,15,,,,,,Archère d'Avenant,,Bogenschütze aus D'Avenant,,Arciere di D'Avenant,,,,Arqueiro DíAvenant,,,,Arquera D'Avenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Deflection,,Classic Sixth Edition,,6E,,16438,,Instant,,,,,,,,{3}{U},,4,,Mike Raabe,,"#_Up and down, £over and through,£back around—£the joke's on you._#",,U,,,,63,,R,,3.569,,"£10/4/2004 : Once the spell resolves, the new target is considered to be targeted by the deflected spell. This will trigger any effects which trigger on being targeted.£10/4/2004 : This only targets the spell being changed, not the original or new target of the spell it is affecting.£10/4/2004 : The target of a spell that targets another spell on the stack can be changed to any other spell on the stack, even if the new target will resolve before the spell does.£10/4/2004 : You can’t make a spell which is on the stack target itself.£10/4/2004 : You can choose to make a spell on the stack target this spell (if such a target choice would be legal had the spell been cast while this spell was on the stack). The new target for the deflected spell is not chosen until this spell resolves. This spell is still on the stack when new targets are selected for the spell.£10/4/2004 : If there is no other legal target for the spell, this does not change the target.£10/4/2004 : This does not check if the current target is legal. It just checks if the spell has a single target.£10/4/2004 : You choose the spell to target on announcement, but you pick the new target for that spell on resolution.£2/1/2009 : If a spell targets multiple things, you can’t target it with Deflection, even if all but one of those targets has become illegal.£2/1/2009 : If a spell targets the same player or object multiple times, you can’t target it with Deflection.",,,,Change the target of target spell with a single target.,,,,,,,,,,,,,,,,63,,,,,,Déflexion,,Ablenkung,,Deflettere,,,,Deflexão,,,,Redirigir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dense Foliage,,Classic Sixth Edition,,6E,,15431,,Enchantment,,,,,,,,{2}{G},,3,,Alan Rabinowitz,,"#_""Big plants not only good for hidin', but full o' tasty bugs, too.""£—Squee, goblin cabin hand_#",,G,,,,221,,R,,4.216,,,,,,Creatures can't be the targets of spells.,,,,,,,,,,,,,,,,221,,,,,,Feuillage dense,,Dichte Belaubung,,Fogliame Fitto,,,,Folhagem Densa,,,,Espesura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Derelor,,Classic Sixth Edition,,6E,,11233,,Creature — Thrull,,4,,4,,,,{3}{B},,4,,Anson Maddocks,,"#_""Strength it has, but at the cost of a continuous supply of energy. Such failure can bear only one result.""£—Execution order of Endrek Sahr,£master breeder_#",,B,,,,120,,R,,2,,,,,,Black spells you cast cost {B} more to cast.,,,,,,,,,,,,,,,,120,,,,,,Dérelor,,Derelor,,Derelor,,,,Derelor,,,,Derelor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Desertion,,Classic Sixth Edition,,6E,,15370,,Instant,,,,,,,,{3}{U}{U},,5,,Richard Kane Ferguson,,"#_First the insult, then the injury._#",,U,,,,64,,R,,4.308,,"£10/4/2004 : The card is put onto the battlefield, but any effects that check if the original card was “cast from your hand” will not trigger or otherwise consider the card to have been cast from your hand. The card was put onto the battlefield by the effect of Desertion instead.£10/4/2004 : This spell includes a replacement effect. If the target is an artifact or creature, it never goes to the graveyard.£10/4/2004 : If the spell is not countered (because the spell it targets can’t be countered), then this card’s ability does not put the card onto the battlefield. The spell continues to resolve as normal.",,,,"Counter target spell. If an artifact or creature spell is countered this way, put that card onto the battlefield under your control instead of into its owner's graveyard.",,,,,,,,,,,,,,,,64,,,,,,Désertion,,Desertion,,Diserzione,,,,Deserção,,,,Deserción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Diminishing Returns,,Classic Sixth Edition,,6E,,15363,,Sorcery,,,,,,,,{2}{U}{U},,4,,L. A. Williams,,,,U,,,,65,,R,,4.122,,"£6/8/2016 : Each player chooses to draw any number of cards from zero to seven. First the player whose turn it is chooses how many cards to draw, then draws those cards, then each other player in turn order does the same.£6/8/2016 : Diminishing Returns won’t be put into your graveyard until after it’s finished resolving, which means it won’t be shuffled into your library as part of its own effect.£6/8/2016 : The exiled cards are exiled face up. You’ll see them before you choose how many cards to draw.",,,,Each player shuffles his or her hand and graveyard into his or her library. You exile the top ten cards of your library. Then each player draws up to seven cards.,,,,,,,,,,,,,,,,65,,,,,,Rendements décroissants,,Verminderte Rückkehr,,Reintegrazione,,,,Rendimentos Decrescentes,,,,Retorno disminuido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dingus Egg,,Classic Sixth Edition,,6E,,14774,,Artifact,,,,,,,,{4},,4,,Randy Gallegos,,,,A,,,,280,,R,,3.311,,,,,,"Whenever a land is put into a graveyard from the battlefield, Dingus Egg deals 2 damage to that land's controller.",,,,,,,,,,,,,,,,280,,,,,,OEuf de Dingus,,Dingus-Ei,,Uovo di Dingus,,,,Ovo Leteano,,,,Huevo de Dingus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Disenchant,,Classic Sixth Edition,,6E,,14463,,Instant,,,,,,,,{1}{W},,2,,Brian Snoddy,,,,W,,,,16,,C,,4.422,,"£10/4/2004 : This is not modal. If the target changes from an artifact to an enchantment or vice versa, this still destroys it.",,,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,,,16,,,,,,Désenchantement,,Entzauberung,,Disincantare,,,,Desencantar,,,,Desencantar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Disrupting Scepter,,Classic Sixth Edition,,6E,,11240,,Artifact,,,,,,,,{3},,3,,Stuart Griffin,,,,A,,,,281,,R,,3,,£10/4/2004 : You can use it on yourself.,,,,"{3}, {T}: Target player discards a card. Activate this ability only during your turn.",,,,,,,,,,,,,,,,281,,,,,,Sceptre de dislocation,,Zwiespaltsszepter,,Scettro Devastante,,,,Cetro Desintegrador,,,,Cetro disruptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Divine Transformation,,Classic Sixth Edition,,6E,,11242,,Enchantment — Aura,,,,,,,,{2}{W}{W},,4,,NéNé Thomas,,#_Glory surged through her and radiance surrounded her. All things were possible with the blessing of the Divine._#,,W,,,,17,,U,,2.453,,,,,,Enchant creature£Enchanted creature gets +3/+3.,,,,,,,,,,,,,,,,17,,,,,,Transformation divine,,Apotheose,,Trasformazione Divina,,,,Transformação Divina,,,,Transformación divina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Doomsday,,Classic Sixth Edition,,6E,,15397,,Sorcery,,,,,,,,{B}{B}{B},,3,,Adrian Smith,,,,B,,,,121,,R,,4.549,,"£10/4/2004 : You lose the life during resolution.£4/1/2008 : If your graveyard and library combined contain five or more cards, you must choose five cards from among them. You can’t choose to find fewer than that.£4/1/2008 : If your graveyard and library combined contain fewer than five cards, all of those cards will wind up in your library.",,,,"Search your library and graveyard for five cards and exile the rest. Put the chosen cards on top of your library in any order. You lose half your life, rounded up.",,,,,,,,,,,,,,,,121,,,,,,Jour du jugement dernier,,Das Jüngste Gericht,,Giorno del Giudizio,,,,Dia do Juízo Final,,,,Día del juicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
